codigo_ocorrencia4;recomendacao_numero;recomendacao_dia_assinatura;recomendacao_dia_encaminhamento;recomendacao_dia_feedback;recomendacao_conteudo;recomendacao_status;recomendacao_destinatario_sigla;recomendacao_destinatario
52265;A-134/CENIPA/2014 - 010;2016-01-11;2016-01-19;2016-08-10;Assegurar-se de que todos os operadores de AFIS e Controladores de Tráfego Aéreo assumam a sua função somente após a conclusão de todos os trâmites protocolares previstos em regulamentos específicos.;CUMPRIDA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
52265;A-134/CENIPA/2014 - 011;2016-01-11;2016-01-19;2016-08-10;Assegurar-se de que todos os operadores de AFIS e Controladores de Tráfego Aéreo mantenham-se atualizados com relação ao padrão de fraseologia a ser empregado durante a prestação de serviços de tráfego aéreo.;CUMPRIDA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
52265;A-134/CENIPA/2014 - 012;2016-01-11;2016-01-19;2016-08-10;Avaliar a possibilidade de implantar sistemas de alarme remoto de modo a permitir que os Operadores de Estação Aeronáutica tomem ciência das condições de inoperância dos auxílios à navegação assim que estes se tornem indisponíveis.;CUMPRIDA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
52265;A-134/CENIPA/2014 - 013;2016-01-11;2016-01-19;2016-07-28;Revisar e adequar a ICA 160-1, de forma a redefinir as competências do COMAER nos assuntos relacionados às inspeções de saúde dos pilotos civis, uma vez que a referida instrução é anterior à criação da ANAC.;CUMPRIDA;DIRSA;DIRETORIA DE SAÚDE DA AERONÁUTICA
52271;IG-143/CENIPA/2014 - 01;2019-04-08;2019-04-08;NULL;DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES DE HELICóPTEROS ACERCA DA IMPORTâNCIA DA UTILIZAçãO DAS INFORMAçõES APRESENTADAS NA SERVICE-LETTER 1673-67-04 COMO FERRAMENTA DE PREVENçãO DE OCORRêNCIAS AERONáUTICAS.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52274;A-146/CENIPA/2014-01;2019-05-17;2019-05-17;NULL;AVALIAR A NECESSIDADE DE EMITIR UMA DIRETRIZ DE AERONAVEGABILIDADE COM BASE NO BOLETIM DE SERVIçO M77-9, EMITIDO PELA CONTINENTAL MOTORS EM 16MAR1977.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52274;A-146/CENIPA/2014-02;2019-05-17;2019-05-17;NULL;DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR OPERADORES E MANTENEDORES DE AERONAVES EQUIPADAS COM MOTORES IO-TSIO-LTSIO-360, IO-346, IO-TSIO-520 E GTSIO-520 SERIES ENGINES SOBRE A IMPORTâNCIA DO CUMPRIMENTO DO BOLETIM DE SERVIçO M77-9, EMITIDO PELA CONTINENTAL MOTORS EM 16MAR1977.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52279;A - 155/CENIPA/2014 - 0 1;2018-07-27;2018-07-27;NULL;Avaliar a interferênciada presença da rede elétrica, situada na proximidade da cabeceira 33, na operação do aeródromoe, caso necessário, tomar as atitudes cabíveis no âmbito decompetência do DECEA.;AGUARDANDO RESPOSTA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
52279;A - 155/CENIPA/2014 - 0 2;2018-07-27;2018-07-27;NULL;Emitir NOTAM a respeito da existência da rede elétrica localizada próxima à cabeceira 33 da pista de SDVI.;AGUARDANDO RESPOSTA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
52279;A - 155/CENIPA/2014 - 0 3;2018-07-27;2018-07-27;NULL;Analisar  a  pertinência  de  incluir  no  ROTAER  a  informação  da  presença  de  rede elétrica localizada próxima à cabeceira 33 da pista de SDVI.;AGUARDANDO RESPOSTA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
52295;IG-153/CENIPA/2015 – 001;2015-07-21;2015-08-21;2015-11-26;Realizar gestões junto à Rico Táxi Aéreo, de forma a garantir que a operação de suas aeronaves seja conduzida de acordo com a homologação prevista pelo Órgão Fiscalizador.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52340;A - 158/CENIPA/2014 - 01;2018-11-07;2018-11-07;NULL;Divulgar  os  ensinamentos  colhidos  na  presente  investigação,  a  fim  de  alertar  pilotos  e operadores da aviação de asas rotativas acercados riscos decorrentes das operações a baixa altura, especialmente quando sobrevoando superfícies aquáticas espelhadas.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52538;A-166/CENIPA/2014 - 001;2015-05-22;2015-08-21;2015-12-16;Realizar inspeção no aeródromo de Boquira (SNBO), de forma a verificar se o mesmo atende aos requisitos mínimos de segurança para operação.;CUMPRIDA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52552;IG-159/CENIPA/2014 - 01;2017-10-27;2017-10-27;NULL;Orientar os controladores de tráfego aéreo que atuam no aeródromo de Porto Seguro sobre a importância de sempre informar os pilotos em operação naquela localidade sobre a presença de água na pista ou qualquer outra informação essencial sobre as condições do aeródromo, conforme legislação em vigor.;CUMPRIDA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
52634;A-169/CENIPA/2014 - 01;2017-11-30;2017-11-30;NULL;Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores da aviação agrícola quanto aos riscos da não utilização da booster durante as fases do voo em que ela é requerida.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52635;A-170/CENIPA/2014 – 001;2014-12-29;2014-12-30;2016-07-11;Realizar uma Auditoria de Segurança de Voo na empresa Claro Aviação sediada no Aeroporto de Carlos Prates (CHE0911-31/ANAC), tendo em vista que ambas as aeronaves acidentadas haviam passado por serviços recentes de manutenção nessa empresa, e que, no primeiro evento, foram constatados indícios de deficiente manutenção.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52636;A-506/CENIPA/2020 - 01;2020-10-29;2021-03-04;2021-06-28;Atuar junto ao Aeroclube de Tatuí, a fim de verificar o cumprimento dos procedimentos e doutrina aplicada aos pilotos rebocadores, bem como o estabelecimento de mecanismos que garantam o fiel cumprimento do previsto nos manuais e documentação técnica pertinente a esse tipo de atividade.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52636;A-506/CENIPA/2020 - 02;2020-10-29;2021-03-04;2021-03-12;Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores de Aeroclubes e Escolas de Aviação sobre a importância do fiel cumprimento das normas operacionais e dos manuais técnicos, sobretudo no que diz respeito às operações com aeronaves rebocadoras.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52640;A-175/CENIPA/2014-01;2019-03-11;2019-03-11;NULL;ATUAR JUNTO à HORA - HANGAR OFICINA E RECUPERAçãO DE AERONAVES (COM 6804-03/ANAC), A FIM DE QUE AQUELA ORGANIZAçãO DEMONSTRE QUE POSSUI E APLICA TODOS OS RECURSOS NECESSáRIOS à ADEQUADA PRESTAçãO DE SERVIçOS DE MANUTENçãO NAS AERONAVES BEECH AIRCRAFT, MODELO 58, CONFORME PRECONIZA A LEGISLAçãO EM VIGOR, OS RESPECTIVOS MANUAIS TéCNICOS E A LISTA DE CAPACIDADES DA EMPRESA.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52640;A-175/CENIPA/2014-02;2019-03-11;2019-03-11;NULL;ATUAR JUNTO SECRETARIA ESTADUAL DE JUSTIçA E SEGURANçA PúBLICA DO MATO GROSSO DO SUL, A FIM DE QUE AQUELE OPERADOR APERFEIçOE SEUS MECANISMOS ADMINISTRATIVOS E OPERACIONAIS DE RECEBIMENTO, ESCRITURAçãO E VERIFICAçãO DOS SERVIçOS DE MANUTENçãO EXECUTADOS NAS AERONAVES SOB SUA RESPONSABILIDADE, COMO FORMA DE PREVENIR OCORRêNCIAS AERONáUTICAS.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52651;A-177/CENIPA/2014 - 01;2015-08-04;2015-09-03;2016-03-03;Realizar gestões junto ao operador da aeronave de modo a certificar-se que este organize o planejamento gerencial das suas aeronaves e equipe as mesmas com kit de sobrevivência e kit de primeiros socorros.;NÃO CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52671;A-187/CENIPA/2014 - 01;2018-09-24;2018-09-24;NULL;ATUAR JUNTO à PELICANO AVIAçãO AGRíCOLA LTDA., A FIM DE INCENTIVAR QUE O SETOR RESPONSáVEL PELA SEGURANçA OPERACIONAL DAQUELE OPERADOR TENHA UMA ATUAçãO MAIS EFETIVA NA PROMOçãO DE ATIVIDADE DE PREVENçãO DE OCORRêNCIAS AERONáUTICAS E QUE O MANUAL DE GERENCIAMENTO DA SEGURANçA OPERACIONAL (MSGO) SEJA ATUALIZADO E CUMPRIDO POR TODOS OS PROFISSIONAIS QUE ATUAM NA REFERIDA EMPRESA.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52671;A-187/CENIPA/2014 - 02;2018-09-24;2018-09-24;NULL;ATUAR JUNTO à PELICANO AVIAçãO AGRíCOLA LTDA., A FIM DE QUE AQUELE OPERADOR REAVALIE A ADEQUABILIDADE E A EFICáCIA DOS MECANISMOS DE PLANEJAMENTO DE VOO E DE SUPERVISãO GERENCIAL ADOTADOS PELA EMPRESA, TENDO EM VISTA QUE TAIS AçõES, QUANDO ADEQUADAMENTE REALIZADAS, TORNAM-SE IMPORTANTES FERRAMENTAS DE PREVENçãO DE OCORRêNCIAS AERONáUTICAS.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52671;A-187/CENIPA/2014 - 03;2018-09-24;2018-09-24;NULL;ATUAR JUNTO à PELICANO AVIAçãO AGRíCOLA LTDA., A FIM DE QUE ESSE OPERADOR APRIMORE SEUS MECANISMOS DE CONTROLE E REGISTRO DOS SERVIçOS DE MANUTENçãO REALIZADOS EM SUAS AERONAVES, VISANDO EVITAR A INSTALAçãO DE PRODUTOS INCOMPATíVEIS COM AS ESPECIFICAçõES DA AERONAVE.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52694;IG-176/CENIPA/2014 - 01;2018-12-19;2018-12-19;NULL;"""Atuar na Yros Fly Escola de Aviação Civil Ltda., a fim de que aquele operador aprimore os treinamentos de Crew Resource Management (CRM) oferecido a seus tripulantes sobretudo no que diz respeito às técnicas de instrução recomendadas, e oriente os instrutores a serem proativos e conservativos, de modo a evitar que os erros dos alunos se aproximem do ponto de irreversibilidade de um acidente.""";AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52699;I - 215/CENIPA/2015 – 001;2015-03-06;2015-03-20;2015-08-11;Divulgar o conteúdo do presente relatório junto às empresas que comercializam JET A1 (Querosene de Aviação) nos aeródromos brasileiros.;NÃO CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52699;I - 215/CENIPA/2015 – 002;2015-03-06;2015-03-20;2015-08-11;Implementar, em coordenação com a ANP, a utilização de recipientes de 5 galões (aproximadamente 20 litros) de aditivo ULTRASOLVE AC HF diretamente nos CTA, pelas empresas que comercializam JET A1 (Querosene de Aviação), excluindo do processo a transferência de aditivo entre recipientes extras para o transporte até reservatório do aditivo dos CTA.;NÃO CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52699;I - 215/CENIPA/2015 – 003;2015-03-06;2015-03-20;NULL;Adequar os recursos humanos e materiais necessários à realização das tarefas de suporte aos caminhões de abastecimento no pátio de aeronaves, a fim de evitar interrupções de tarefas.;AGUARDANDO RESPOSTA;AEROPREST;AEROPREST COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA
52699;I - 215/CENIPA/2015 – 004;2015-03-06;2015-03-20;NULL;Divulgar, a todos os funcionários, a informação de novos produtos que venham a circular no ambiente operacional como forma de coibir possíveis enganos sobre os produtos utilizados e reforçar a adoção de procedimentos específicos para o manuseio dos mesmos.;AGUARDANDO RESPOSTA;AEROPREST;AEROPREST COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA
52699;I - 215/CENIPA/2015 – 005;2015-03-06;2015-03-20;NULL;Incrementar a fiscalização na adequação dos recursos humanos e materiais, utilizados pelas empresas revendedoras, necessários à realização das tarefas de suporte aos caminhões de abastecimento no pátio de aeronaves, a fim de evitar interrupções de tarefas.;AGUARDANDO RESPOSTA;PETROBRÁS;EMPRESA BRASILEIRA DE PETRÓLEO
52814;A-005/CENIPA/2014 - 01;2017-08-01;2017-08-01;NULL;Divulgar o conteúdo do presente relatório durante a realização de seminários, palestras e atividades afins voltadas aos proprietários, operadores e exploradores de aeronaves agrícolas.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52816;IG-191/CENIPA/2014 - 01;2017-11-30;2017-11-30;NULL;Realizar gestões junto ao operador, a fim de reforçar que, exceto para efeito de salvar vidas, nenhuma aeronave acidentada, seus restos ou coisas que por ela eram transportadas podem ser vasculhados ou removidos, a não ser em presença ou com autorização do responsável pela Ação Inicial.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52819;A-194/CENIPA/2014 - 01;2019-01-29;2019-01-29;NULL;ATUAR JUNTO à HORA - HANGAR, OFICINA E RECUPERAçãO DE AVIõES LTDA. (COM NO 6804-03/ANAC), A FIM DE QUE AQUELA ORGANIZAçãO DEMONSTRE QUE POSSUI E APLICA TODOS OS RECURSOS NECESSáRIOS à ADEQUADA PRESTAçãO DE SERVIçOS DE MANUTENçãO NAS AERONAVES DE MODELO U206F, FABRICADAS PELA CESSNA AIRCRAFT, VISANDO INCREMENTAR OS NíVEIS DE COMPETêNCIA E SEGURANçA OPERACIONAL REQUERIDOS AO DESEMPENHO DAS ATIVIDADES PARA AS QUAIS TAL ORGANIZAçãO é CERTIFICADA.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52837;A-204/CENIPA/2014 – 01;2015-11-16;2016-01-20;2016-03-01;Atuar junto à Agência Nacional de Energia Elétrica (ANEEL) e companhias que exploram comercialmente o fornecimento de energia elétrica, verificando a viabilidade de sinalizar as linhas de energia (fios e cabos) com marcadores de grande visibilidade, sobretudo a malha localizada em área rural.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52838;A-205/CENIPA/2014 - 01;2017-08-01;2017-08-01;NULL;Divulgar os ensinamentos colhidos da presente investigação, buscando alertar os pilotos que atuam na aviação agrícola sobre os riscos decorrentes da execução de manobras a baixa altura com velocidades próximas à velocidade de estol, notadamente durante a realização da curva de reversão.;CUMPRIDA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52874;A-211/CENIPA/2014 - 01;2017-08-01;2017-08-01;NULL;Divulgar os ensinamentos colhidos da presente investigação, enfatizando junto aos operadores aeroagrícolas quanto aos riscos envolvidos numa operação sem que haja a devida observância dos limites aerodinâmicos da respectiva aeronave.;CUMPRIDA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52934;A-001/CENIPA/2014-01;2019-05-16;2019-05-16;NULL;REALIZAR UMA AUDITORIA NA ENAGRI - EMPRESA NACIONAL DE AVIAçãO AGRíCOLA LTDA., A FIM DE VERIFICAR A CONFORMIDADE DOS SERVIçOS DE MANUTENçãO DE SUAS AERONAVES.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52934;A-001/CENIPA/2014-02;2019-05-16;2019-05-16;NULL;ATUAR JUNTO à ENAGRI - EMPRESA NACIONAL DE AVIAçãO AGRíCOLA LTDA., A FIM DE ESTABELECER EM SEU PROGRAMA DE TREINAMENTO, MAIOR êNFASE NAS TéCNICAS E CUIDADOS PARA A REALIZAçãO DO VOO AGRíCOLA, EM ESPECIAL NO TOCANTE àS CURVAS DE REVERSãO.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52935;A-010/CENIPA/2014 – 01;2014-08-22;2014-10-01;2014-12-30;Tendo em vista os fatos observados e relatados neste relatório, a repetição excessiva no  Brasil de ocorrências aeronáuticas envolvendo aeronaves de instrução pela não observação dos pilotos, no que diz respeito aos limites operacionais determinados pelo fabricante da aeronave, e claramente expressos nos manuais, recomenda-se intensificar o grau e o nível de fiscalização;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52946;A-212/CENIPA/2014 - 01;2017-05-26;2017-06-01;NULL;Atuar junto à ABNT, buscando estabelecer critérios para a atualização da norma NBR 7276:2005, normatizando a sinalização das linhas de transmissão de energia elétrica em áreas sujeitas à operação aeroagrícola, com o objetivo de mitigar o risco de colisão de aeronaves agrícolas com estas linhas de transmissão, tendo em vista a frequente reincidência de acidentes desta natureza.;AGUARDANDO RESPOSTA;SINDAG;SINDICATO NACIONAL DAS EMPRESAS DE AVIAÇÃO AGRÍCOLA
52946;A-212/CENIPA/2014 - 02;2017-05-26;2017-06-01;NULL;Atuar junto às concessionárias de distribuição de energia elétrica, a fim de se estabelecer um mecanismo pelo qual os operadores aeroagrícolas possam solicitar a sinalização das linhas de transmissão de energia elétrica, localizadas dentro de áreas onde se pretenda operar aeronaves agrícolas, em atendimento ao item 4.7.5 da NBR 7276:2005.;AGUARDANDO RESPOSTA;SINDAG;SINDICATO NACIONAL DAS EMPRESAS DE AVIAÇÃO AGRÍCOLA
52946;A-212/CENIPA/2014 - 03;2017-05-26;2017-06-01;NULL;Divulgar os ensinamentos colhidos na presente investigação aos operadores agrícolas das diversas regiões do país, buscando ressaltar as semelhanças entre os aspectos levantados e a realidade vivenciada pelos diversos operadores.;AGUARDANDO RESPOSTA;SINDAG;SINDICATO NACIONAL DAS EMPRESAS DE AVIAÇÃO AGRÍCOLA
52946;A-212/CENIPA/2014 - 04;2017-06-01;2017-06-01;2017-06-13;Divulgar o conteúdo do presente relatório aos proprietários, operadores e exploradores de aeronaves que realizam operações aeroagrícolas.;CUMPRIDA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52976;A-003/CENIPA/2015 - 01;2016-06-16;2016-09-14;2016-12-20;Incrementar a fiscalização no âmbito da aviação experimental, garantindo que todas as aeronaves construídas por amadores cumpram com o critério da porção maior.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52976;A-003/CENIPA/2015 - 02;2016-06-16;2016-09-14;2016-12-20;Restringir todo tipo de solicitação de isenção relativa ao critério da porção maior, não mais permitindo que aeronaves de construção amadora sejam entregues prontas aos operadores.;NÃO CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52976;A-003/CENIPA/2015 - 03;2016-06-16;2016-09-14;2016-12-20;Atuar junto à EDRA Aeronáutica, para garantir que os serviços declarados tenham sido efetivamente executados, tanto na fabricação quanto na manutenção de aeronaves, além de corrigir falhas nos processos de divulgação de atualizações de Manual de Voo.;NÃO CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52976;A-003/CENIPA/2015 - 04;2016-06-16;2016-09-14;2016-12-20;Atualizar a legislação referente à instrução de voo, tornando mandatório o treinamento prático de voo em velocidades críticas baixas, reconhecimento e recuperação de pré-estol, estol completo e parafuso nos cursos de piloto privado.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52976;A-003/CENIPA/2015 - 05;2016-06-16;2016-09-14;2016-12-20;Rever os requisitos mínimos para habilitação de pilotos na aviação experimental, através da Licença de Piloto Desportivo (CPD), Piloto de Recreio (CPR) ou Piloto de Aeronave Leve Esportiva (CPL), visando incrementar a instrução prática, em especial, com exercícios de prevenção e recuperação de atitudes anormais e treinamentos em voo solo.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52976;A-003/CENIPA/2015 - 06;2016-06-16;2016-09-14;2016-12-20;Estabelecer requisitos mínimos de certificação para aeronaves leves fabricadas e comercializadas por indústria aeronáutica que garantam condições seguras de aeronavegabilidade.;NÃO CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52978;A-007/CENIPA/2015 - 01;2017-02-08;2017-02-16;2017-07-20;Realizar gestões junto ao Operador com o intuito de verificar a efetividade dos mecanismos de Supervisão Gerencial das atividades aeroagrícolas, particularmente no que diz respeito aos processos de identificação de perigos e gerenciamento dos riscos das operações.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52980;A-006/CENIPA/2015 - 01;2017-08-01;2017-08-01;NULL;Divulgar aos operadores de helicópteros o teor do presente relatório, a fim de ratificar que, estatisticamente, a probabilidade de colisões com fauna é maior em voos realizados em até 3.500ft de altura e que os critérios de certificação de para-brisas podem não proteger tripulantes contra eventos desta natureza, que envolvam aves da família dos urubus, bastante comuns em todo o país.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52980;A-006/CENIPA/2015 - 02;2017-08-01;2017-08-01;NULL;Intensificar a fiscalização em eventos programados, tais como: festas populares, festivais, “shows”, rodeios e afins, com vistas a coibir voos e apresentações que coloquem em risco a vida de terceiros, notadamente quando os voos citados não estiverem devidamente regularizados.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52988;A - 017/CENIPA/2015 – 001;2015-10-13;2015-12-07;2016-03-16;Atuar junto à escola HORUS AERO TÁXI LTDA. com o objetivo de criar e implementar procedimentos para o acompanhamento diário das fichas de avaliação de desempenho, a fim de estabelecer supervisão eficaz do desempenho dos alunos, dos instrutores e do preenchimento das fichas.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52992;IG-001/CENIPA/2015 - 001;2015-02-25;2015-03-20;2016-01-05;Atuar junto ao operador do aeródromo de modo a assegurar que o estacionamento das aeronaves nas diversas posições do pátio 4 de SBSV ocorra de forma coincidente com as marcações em “T” existentes no solo.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52992;IG-001/CENIPA/2015 - 002;2015-02-25;2015-03-20;2016-01-15;Atuar junto ao operador do aeródromo para assegurar que haja efetiva assistência prestada às aeronaves que realizam manobras de estacionamento no pátio 4 de SBSV, por meio de “parqueador”, de acordo com o estabelecido no RBAC 153.121 (a).;CUMPRIDA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52992;IG-001/CENIPA/2015 - 003;2015-02-25;2015-03-20;2015-06-24;Orientar o operador da aeronave para que o mesmo cobre dos seus pilotos o fiel cumprimento da sinalização horizontal dos pátios de manobra.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53103;IG-504/CENIPA/2017 - 01;2017-05-02;2017-05-15;NULL;Realizar gestões junto ao operador, a fim de que a supervisão gerencial passe a atuar de forma a garantir que os voos solo sejam liberados, após o respectivo briefing e debriefing.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53103;IG-504/CENIPA/2017 - 02;2017-05-02;2017-05-15;NULL;Realizar gestões junto ao operador, a fim de que a supervisão gerencial passe a atuar de forma a garantir o correto preenchimento das Fichas de Avaliação de Voo, as quais careciam de informações mais detalhadas do desempenho dos alunos.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53104;I - 235/CENIPA/2013 – 001;2015-02-02;2015-03-20;2016-01-06;Atuar junto ao Operador de Aeródromo de SBGL com objetivo de estabelecer procedimentos formais, de modo que os Setores de Engenharia e de Operações disponibilizem, oportunamente, e o mais rápido possível, todos os dados necessários para que o DTCEA-GL disponha de tempo suficiente para mudanças e adequação do modelo de operação dos controladores de tráfego aéreo.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53104;I - 235/CENIPA/2013 – 002;2015-02-02;2015-03-20;2016-01-06;Atuar junto ao Operador de Aeródromo buscando o cumprimento do previsto no Anexo 14 da ICAO no tocante a infraestrutura, de maneira que todas as aeronaves operando na taxiway L3 fiquem devidamente separadas de obstáculos e eventuais aeronaves estacionadas no pátio 2.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53104;I - 235/CENIPA/2013 – 003;2015-02-02;2015-03-20;2015-08-21;Divulgar o conteúdo deste Relatório Final a todos os Operadores de Aeródromos Brasileiros.;CUMPRIDA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53104;I - 235/CENIPA/2013 – 004;2015-02-02;2015-03-20;2016-02-25;Aperfeiçoar de maneira padronizada e sistêmica o briefing diário de alerta ao pessoal de serviço, realizado pelos Supervisores de Equipe, sobre todas as informações que possam ser utilizadas pelos controladores de tráfego aéreo, principalmente nos aeródromos que estejam passando por processo de modificação de infraestrutura aeroportuária.;CUMPRIDA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
53104;I - 235/CENIPA/2013 – 005;2015-02-02;2015-03-20;2016-02-25;Reavaliar e aperfeiçoar o Modelo Operacional aplicado pelo DTCEA-GL.;CUMPRIDA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
53104;I - 235/CENIPA/2013 – 006;2015-02-02;2015-03-20;2016-02-25;Divulgar o conteúdo deste Relatório Final a todos os Destacamentos de Controle de Espaço Aéreo.;CUMPRIDA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
53111;A-019/CENIPA/2015 - 01;2015-11-16;2016-01-20;2016-02-23;Realizar gestões junto à empresa Ceal Aviação Agrícola Ltda., com o objetivo de garantir que os serviços de manutenção em aeronaves sejam realizados em organizações que possuam a devida homologação para este fim.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53114;A-026/CENIPA/2015 – 01;2015-11-16;2016-01-20;2016-02-12;Divulgar o presente relatório aos operadores e mantenedores do modelo de aeronave SR22.;CUMPRIDA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53114;A-026/CENIPA/2015 – 02;2015-11-16;2016-01-20;2016-03-16;Atuar junto à empresa Serviços Aéreos Flylog Ltda., a fim de garantir a realização dos registros de manutenções corretivas de aeronaves, além de ressaltar a importância da correta e detalhada realização do pré-voo por parte dos pilotos.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53117;A-024/CENIPA/2015 - 01;2016-06-03;2016-07-14;NULL;Realizar gestões junto à Administração do Aeródromo de Bragança Paulista, a fim de garantir que tenham sido tomadas todas as medidas de mitigação dos riscos de ocorrências futuras, no tocante aos prestadores de serviço de abastecimento, quanto à manutenção dos seus equipamentos.;AGUARDANDO RESPOSTA;ANP;AGÊNCIA NACIONAL DO PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS
