codigo_ocorrencia;codigo_ocorrencia1;codigo_ocorrencia2;codigo_ocorrencia3;codigo_ocorrencia4;ocorrencia_classificacao;ocorrencia_latitude;ocorrencia_longitude;ocorrencia_cidade;ocorrencia_uf;ocorrencia_pais;ocorrencia_aerodromo;ocorrencia_dia;ocorrencia_hora;investigacao_aeronave_liberada;investigacao_status;divulgacao_relatorio_numero;divulgacao_relatorio_publicado;divulgacao_dia_publicacao;total_recomendacoes;total_aeronaves_envolvidas;ocorrencia_saida_pista
50248;50248;50248;50248;50248;ACIDENTE;-21.3897222222;-51.5955555556;TUPI PAULISTA;SP;BRASIL;SDTI;15/12/2013;20:30:00;SIM;FINALIZADA;A-222/CENIPA/2013;SIM;2015-04-30;0;1;NÃO
50238;50238;50238;50238;50238;ACIDENTE;-5.0605555556;-42.8244444444;TERESINA;PI;BRASIL;SBTE;16/12/2013;21:48:00;SIM;FINALIZADA;A-223/CENIPA/2013;SIM;2016-02-29;6;1;NÃO
50378;50378;50378;50378;50378;INCIDENTE;;;BRASÍLIA;DF;BRASIL;SBBR;16/12/2013;16:00:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
50379;50379;50379;50379;50379;INCIDENTE;;;BELO HORIZONTE;MG;BRASIL;SBBH;16/12/2013;02:01:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
50431;50431;50431;50431;50431;INCIDENTE;;;MATRIZ DE CAMARAGIBE;AL;BRASIL;****;16/12/2013;18:14:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
50453;50453;50453;50453;50453;ACIDENTE;***;***;FOZ DO IGUAÇU;PR;BRASIL;****;16/12/2013;19:42:00;SIM;FINALIZADA;A-224/CENIPA/2013;SIM;2015-02-09;0;1;NÃO
50240;50240;50240;50240;50240;ACIDENTE;-29.2888888889;-56.5622222222;ITAQUI;RS;BRASIL;****;18/12/2013;11:45:00;SIM;FINALIZADA;A-225/CENIPA/2013;SIM;2017-08-01;3;1;NÃO
50246;50246;50246;50246;50246;ACIDENTE;-12.8872222222;-56.4638888889;TAPURAH;MT;BRASIL;****;18/12/2013;12:40:00;SIM;FINALIZADA;A-227/CENIPA/2013;SIM;2017-02-08;2;1;NÃO
50251;50251;50251;50251;50251;ACIDENTE;-15.8525;-56.0880555556;SANTO ANTÔNIO DO LEVERGER;MT;BRASIL;SWLV;18/12/2013;09:55:00;SIM;FINALIZADA;A-226/CENIPA/2013;SIM;2014-04-28;0;1;SIM
50315;50315;50315;50315;50315;INCIDENTE GRAVE;-23.3302777778;-51.1366666667;PASSO FUNDO;RS;BRASIL;SBPF;18/12/2013;20:30:00;SIM;FINALIZADA;IG-228/CENIPA/2013;SIM;2014-06-16;0;1;SIM
50319;50319;50319;50319;50319;INCIDENTE;;;BRAGANÇA PAULISTA;SP;BRASIL;SBBP;18/12/2013;20:14:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
50380;50380;50380;50380;50380;INCIDENTE;;;RIBEIRÃO PRETO;SP;BRASIL;SBRP;18/12/2013;17:14:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
50381;50381;50381;50381;50381;INCIDENTE;;;PRESIDENTE PRUDENTE;SP;BRASIL;SBDN;18/12/2013;11:40:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
50382;50382;50382;50382;50382;INCIDENTE;;;SANTARÉM;PA;BRASIL;SBSN;18/12/2013;01:45:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
50674;50674;50674;50674;50674;INCIDENTE;;;LONDRINA;PR;BRASIL;SBLO;18/12/2013;21:35:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
50318;50318;50318;50318;50318;INCIDENTE GRAVE;***;***;BELO HORIZONTE;MG;BRASIL;SBPR;19/12/2013;17:00:00;***;ATIVA;IG-229/CENIPA/2013;NÃO;NULL;0;1;NÃO
50371;50371;50371;50371;50371;INCIDENTE;;;ARACAJU;SE;BRASIL;****;19/12/2013;19:00:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
50383;50383;50383;50383;50383;INCIDENTE;;;BELO HORIZONTE;MG;BRASIL;SBBH;19/12/2013;18:50:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
50384;50384;50384;50384;50384;INCIDENTE;;;CAMPINAS;SP;BRASIL;****;19/12/2013;19:30:00;***;FINALIZADA;***;NÃO;NULL;0;2;NÃO
50234;50234;50234;50234;50234;ACIDENTE;***;***;SÃO JOSÉ DOS CAMPOS;SP;BRASIL;SBSJ;20/12/2013;15:35:00;***;NULL;NULL;NÃO;NULL;0;1;NÃO
50654;50654;50654;50654;50654;INCIDENTE;;;PASSO FUNDO;RS;BRASIL;SBPF;21/12/2013;15:00:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
50388;50388;50388;50388;50388;INCIDENTE;;;SÃO BERNARDO DO CAMPO;SP;BRASIL;****;22/12/2013;17:40:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
50389;50389;50389;50389;50389;INCIDENTE;;;RIO DE JANEIRO;RJ;BRASIL;SBJR;23/12/2013;12:05:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
50252;50252;50252;50252;50252;ACIDENTE;-30.4408333333;-54.8147222222;ROSÁRIO DO SUL;RS;BRASIL;****;26/12/2013;19:00:00;SIM;FINALIZADA;A-230/CENIPA/2013;SIM;2015-05-22;0;1;NÃO
50390;50390;50390;50390;50390;INCIDENTE;;;GUARULHOS;SP;BRASIL;SBGR;26/12/2013;23:40:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
50434;50434;50434;50434;50434;INCIDENTE;;;SÃO PAULO;SP;BRASIL;SBMT;27/12/2013;15:26:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
50433;50433;50433;50433;50433;INCIDENTE;;;BAIXO GUANDU;ES;BRASIL;SNBG;28/12/2013;12:45:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
50236;50236;50236;50236;50236;ACIDENTE;***;***;CANDEIAS DO JAMARI;RO;BRASIL;****;29/12/2013;19:00:00;***;NULL;NULL;NÃO;NULL;0;1;NÃO
50435;50435;50435;50435;50435;INCIDENTE;;;RIO DE JANEIRO;RJ;BRASIL;SBRJ;29/12/2013;20:07:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
50672;50672;50672;50672;50672;INCIDENTE;;;PARANAGUÁ;PR;BRASIL;SSPG;29/12/2013;20:45:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
50673;50673;50673;50673;50673;INCIDENTE;;;CURITIBA;PR;BRASIL;SBBI;29/12/2013;19:58:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
50347;50347;50347;50347;50347;ACIDENTE;***;***;CARAZINHO;RS;BRASIL;SSKZ;30/12/2013;11:35:00;SIM;FINALIZADA;A-231/CENIPA/2013;SIM;2014-04-28;0;1;SIM
50253;50253;50253;50253;50253;ACIDENTE;-19.5461111111;-47.6647222222;NOVA PONTE;MG;BRASIL;****;31/12/2013;14:25:00;SIM;FINALIZADA;A-232/CENIPA/2013;SIM;2014-06-16;0;1;NÃO
51087;51087;51087;51087;51087;INCIDENTE;***;***;MANAUS;AM;BRASIL;SWFN;02/01/2014;12:30:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52944;52944;52944;52944;52944;INCIDENTE;;;SÃO PAULO;SP;BRASIL;SBMT;02/01/2014;19:30:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
50771;50771;50771;50771;50771;ACIDENTE;***;***;UBERABA;MG;BRASIL;****;03/01/2014;11:15:00;***;FINALIZADA;A-002/CENIPA/2014;SIM;2014-10-14;0;1;NÃO
51091;51091;51091;51091;51091;INCIDENTE;;;RIO DE JANEIRO;RJ;BRASIL;****;03/01/2014;10:21:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51092;51092;51092;51092;51092;INCIDENTE;***;***;MACAÉ;RJ;BRASIL;SBME;03/01/2014;21:24:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52934;52934;52934;52934;52934;ACIDENTE;-18.7691666667;-46.2961111111;LAGOA FORMOSA;MG;BRASIL;****;03/01/2014;21:00:00;***;FINALIZADA;A-001/CENIPA/2014;SIM;2019-05-16;2;1;NÃO
51093;51093;51093;51093;51093;INCIDENTE;;;BELO HORIZONTE;MG;BRASIL;SBBH;04/01/2014;12:23:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52936;52936;52936;52936;52936;ACIDENTE;-10.8883333333;-52.3241666667;SÃO JOSÉ DO XINGU;MT;BRASIL;****;04/01/2014;17:35:00;***;FINALIZADA;A-003/CENIPA/2014;SIM;2017-08-01;0;1;NÃO
52939;52939;52939;52939;52939;ACIDENTE;-29.1152777778;-56.5138888889;ITAQUI;RS;BRASIL;SSIQ;06/01/2014;20:00:00;***;FINALIZADA;A-004/CENIPA/2014;SIM;2014-08-22;0;1;NÃO
52814;52814;52814;52814;52814;ACIDENTE;-9.0594444444;-44.3691666667;BOM JESUS;PI;BRASIL;SNGG;07/01/2014;11:45:00;***;FINALIZADA;A-005/CENIPA/2014;SIM;2017-08-01;1;1;NÃO
52937;52937;52937;52937;52937;ACIDENTE;-15.5513888889;-54.3319444444;PRIMAVERA DO LESTE;MT;BRASIL;****;07/01/2014;20:59:00;***;FINALIZADA;A-006/CENIPA/2014;SIM;2015-04-30;0;1;NÃO
51439;51439;51439;51439;51439;INCIDENTE GRAVE;-2.4247222222;-54.7858333333;SANTARÉM;PA;BRASIL;SBSN;08/01/2014;15:15:00;***;FINALIZADA;IG-007/CENIPA/2014;SIM;2014-06-02;0;1;SIM
52938;52938;52938;52938;52938;ACIDENTE;***;***;LONDRINA;PR;BRASIL;SBLO;08/01/2014;19:48:00;***;FINALIZADA;A-008/CENIPA/2014;SIM;2015-03-05;0;1;SIM
51094;51094;51094;51094;51094;INCIDENTE;;;SÃO LUÍS;MA;BRASIL;SBSL;09/01/2014;08:22:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51440;51440;51440;51440;51440;INCIDENTE GRAVE;-8.1263888889;-34.9227777778;RECIFE;PE;BRASIL;SBRF;09/01/2014;16:08:00;***;FINALIZADA;IG-009/CENIPA/2014;SIM;2016-06-23;1;1;SIM
52935;52935;52935;52935;52935;ACIDENTE;-28.2822222222;-54.1688888889;SANTO ÂNGELO;RS;BRASIL;SBNM;09/01/2014;18:45:00;***;FINALIZADA;A-010/CENIPA/2014;SIM;2014-08-22;1;1;NÃO
51095;51095;51095;51095;51095;INCIDENTE;***;***;RIO DE JANEIRO;RJ;BRASIL;****;10/01/2014;18:00:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51096;51096;51096;51096;51096;INCIDENTE;;;RIO DE JANEIRO;RJ;BRASIL;****;10/01/2014;13:30:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51097;51097;51097;51097;51097;INCIDENTE;;;PORTO ALEGRE;RS;BRASIL;****;10/01/2014;03:00:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51098;51098;51098;51098;51098;INCIDENTE;;;BRASÍLIA;DF;BRASIL;****;11/01/2014;19:18:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52940;52940;52940;52940;52940;ACIDENTE;-24.2877777778;-53.0463888889;QUARTO CENTENÁRIO;PR;BRASIL;****;11/01/2014;10:40:00;***;FINALIZADA;A-011/CENIPA/2014;SIM;2014-08-22;0;1;NÃO
50791;50791;50791;50791;50791;ACIDENTE;-22.0008333333;-41.8313888889;SANTA MARIA MADALENA;RJ;BRASIL;****;12/01/2014;13:50:00;***;FINALIZADA;A-013/CENIPA/2014;SIM;2015-04-30;0;1;NÃO
51099;51099;51099;51099;51099;INCIDENTE;;;CABEDELO;PB;BRASIL;SNJO;12/01/2014;18:30:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52941;52941;52941;52941;52941;ACIDENTE;-7.3933333333;56.5230555556;ITAITUBA;PA;BRASIL;SNXR;12/01/2014;20:30:00;***;FINALIZADA;A-012/CENIPA/2014;SIM;2017-08-01;0;1;SIM
51111;51111;51111;51111;51111;INCIDENTE;;;JOINVILLE;SC;BRASIL;SBJV;13/01/2014;21:47:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
50984;50984;50984;50984;50984;ACIDENTE;-23.2188888889;-53.5905555556;QUERÊNCIA DO NORTE;PR;BRASIL;****;14/01/2014;22:30:00;***;FINALIZADA;A-014/CENIPA/2014;SIM;2015-07-21;0;1;NÃO
51072;51072;51072;51072;51072;INCIDENTE;***;***;CAPÃO DA CANOA;RS;BRASIL;SSKK;14/01/2014;14:15:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51112;51112;51112;51112;51112;INCIDENTE;;;RIO DE JANEIRO;RJ;BRASIL;SBJR;14/01/2014;18:59:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51131;51131;51131;51131;51131;INCIDENTE;;;BRASÍLIA;DF;BRASIL;SBBR;14/01/2014;17:48:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51132;51132;51132;51132;51132;INCIDENTE;***;***;VITÓRIA;ES;BRASIL;SBVT;14/01/2014;10:00:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51133;51133;51133;51133;51133;INCIDENTE;;;CAMPINAS;SP;BRASIL;****;15/01/2014;20:28:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51134;51134;51134;51134;51134;INCIDENTE;;;BELÉM;PA;BRASIL;SBBE;16/01/2014;18:15:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51073;51073;51073;51073;51073;INCIDENTE;;;CABO FRIO;RJ;BRASIL;SBCB;17/01/2014;10:17:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51135;51135;51135;51135;51135;INCIDENTE;;;GUARULHOS;SP;BRASIL;SBGR;17/01/2014;13:05:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51137;51137;51137;51137;51137;INCIDENTE;***;***;RIBEIRÃO PRETO;SP;BRASIL;SBRP;17/01/2014;15:41:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51139;51139;51139;51139;51139;INCIDENTE;;;RIO DE JANEIRO;RJ;BRASIL;SBJR;18/01/2014;19:18:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51140;51140;51140;51140;51140;INCIDENTE;;;SÃO JOSÉ DO RIO PRETO;SP;BRASIL;SBSR;18/01/2014;12:39:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52942;52942;52942;52942;52942;ACIDENTE;-3.0727777778;-60.0211111111;MANAUS;AM;BRASIL;SWFN;18/01/2014;19:50:00;SIM;FINALIZADA;A-015/CENIPA/2014;SIM;2014-08-22;0;1;NÃO
52943;52943;52943;52943;52943;INCIDENTE;-16.625;-49.3480555556;GOIÂNIA;GO;BRASIL;SBNV;20/01/2014;11:45:00;***;FINALIZADA;NULL;NÃO;NULL;0;2;NÃO
50792;50792;50792;50792;50792;ACIDENTE;-20.5855555556;-54.6025;CAMPO GRANDE;MS;BRASIL;****;21/01/2014;20:10:00;***;FINALIZADA;A-016/CENIPA/2014;SIM;2014-08-22;0;1;NÃO
51141;51141;51141;51141;51141;INCIDENTE;;;JUNDIAÍ;SP;BRASIL;SBJD;21/01/2014;21:00:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51418;51418;51418;51418;51418;INCIDENTE GRAVE;-21.035;-49.7141666667;JOSÉ BONIFÁCIO;SP;BRASIL;****;21/01/2014;14:30:00;***;FINALIZADA;A-017/CENIPA/2014;NÃO;NULL;0;1;NÃO
51142;51142;51142;51142;51142;INCIDENTE;;;SÃO PAULO;SP;BRASIL;SBSP;22/01/2014;22:10:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51143;51143;51143;51143;51143;INCIDENTE;;;SÃO PAULO;SP;BRASIL;SBMT;22/01/2014;21:55:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51144;51144;51144;51144;51144;INCIDENTE;;;RECIFE;PE;BRASIL;SBRF;23/01/2014;09:50:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51145;51145;51145;51145;51145;INCIDENTE;;;MUCURI;BA;BRASIL;SNMU;23/01/2014;17:15:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51146;51146;51146;51146;51146;INCIDENTE;;;RIO DE JANEIRO;RJ;BRASIL;SBRJ;24/01/2014;21:35:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51147;51147;51147;51147;51147;INCIDENTE;;;CAXIAS DO SUL;RS;BRASIL;SBCX;24/01/2014;19:30:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51148;51148;51148;51148;51148;INCIDENTE;;;FLORIANÓPOLIS;SC;BRASIL;SBFL;24/01/2014;11:00:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51419;51419;51419;51419;51419;ACIDENTE;***;***;BOTUCATU;SP;BRASIL;****;24/01/2014;15:15:00;***;NULL;NULL;NÃO;NULL;0;1;NÃO
51149;51149;51149;51149;51149;INCIDENTE;;;RIO DE JANEIRO;RJ;BRASIL;****;25/01/2014;01:10:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51151;51151;51151;51151;51151;INCIDENTE;;;SÃO PAULO;SP;BRASIL;SBMT;26/01/2014;19:40:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51153;51153;51153;51153;51153;INCIDENTE;;;PIRACICABA;SP;BRASIL;SDPW;26/01/2014;14:04:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
50794;50794;50794;50794;50794;ACIDENTE;-17.2841666667;***;TURMALINA;MG;BRASIL;****;27/01/2014;08:20:00;***;FINALIZADA;A-018/CENIPA/2014;SIM;2015-07-15;0;1;NÃO
51154;51154;51154;51154;51154;INCIDENTE;;;PORTO ALEGRE;RS;BRASIL;SBPA;27/01/2014;21:30:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51768;51768;51768;51768;51768;INCIDENTE;;;BRASÍLIA;DF;BRASIL;SBBR;27/01/2014;01:00:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51155;51155;51155;51155;51155;INCIDENTE;;;VITÓRIA;ES;BRASIL;SBVT;28/01/2014;18:40:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
50797;50797;50797;50797;50797;ACIDENTE;-29.9802777778;-52.9383333333;CACHOEIRA DO SUL;RS;BRASIL;SSKS;29/01/2014;13:40:00;***;FINALIZADA;A-020/CENIPA/2014;SIM;2016-04-22;2;1;NÃO
51015;51015;51015;51015;51015;INCIDENTE GRAVE;-23.9280555556;-46.2997222222;GUARUJÁ;SP;BRASIL;SBST;29/01/2014;17:00:00;***;FINALIZADA;IG-019/CENIPA/2014;SIM;2016-04-22;1;1;NÃO
51156;51156;51156;51156;51156;INCIDENTE;;;GOIÂNIA;GO;BRASIL;SBGO;30/01/2014;12:39:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51157;51157;51157;51157;51157;INCIDENTE;;;FORTALEZA;CE;BRASIL;SBFZ;30/01/2014;10:10:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51158;51158;51158;51158;51158;INCIDENTE;;;RIO BRANCO;AC;BRASIL;SBRB;30/01/2014;19:50:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51420;51420;51420;51420;51420;ACIDENTE;***;***;ITANHAÉM;SP;BRASIL;****;30/01/2014;20:40:00;***;NULL;NULL;NÃO;NULL;0;1;NÃO
50799;50799;50799;50799;50799;ACIDENTE;***;***;UNAÍ;MG;BRASIL;SNUN;31/01/2014;10:30:00;***;FINALIZADA;A-021/CENIPA/2014;SIM;2015-02-09;0;1;NÃO
51159;51159;51159;51159;51159;INCIDENTE;;;GOIÂNIA;GO;BRASIL;SBGO;31/01/2014;20:37:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51160;51160;51160;51160;51160;INCIDENTE;;;LONDRINA;PR;BRASIL;SSOK;31/01/2014;13:30:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51161;51161;51161;51161;51161;INCIDENTE;;;FORTALEZA;CE;BRASIL;SNWC;31/01/2014;12:45:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
53150;53150;53150;53150;53150;ACIDENTE;***;***;MOGI MIRIM;SP;BRASIL;SDMJ;31/01/2014;21:00:00;***;NULL;NULL;NÃO;NULL;0;1;NÃO
50800;50800;50800;50800;50800;ACIDENTE;-15.7786111111;-56.0680555556;SANTO ANTÔNIO DO LEVERGER;MT;BRASIL;****;01/02/2014;12:20:00;***;FINALIZADA;A-023/CENIPA/2014;SIM;2015-07-15;4;1;NÃO
50801;50801;50801;50801;50801;ACIDENTE;-23.81138889;-47.48944444;SOROCABA;SP;BRASIL;SDCO;01/02/2014;15:30:00;SIM;ATIVA;A-022/CENIPA/2014;NÃO;NULL;0;2;NÃO
51074;51074;51074;51074;51074;INCIDENTE;;;COARI;AM;BRASIL;****;01/02/2014;19:16:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51421;51421;51421;51421;51421;INCIDENTE;***;***;ATIBAIA;SP;BRASIL;SDTB;01/02/2014;20:00:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51162;51162;51162;51162;51162;INCIDENTE;;;RIO DE JANEIRO;RJ;BRASIL;SBRJ;02/02/2014;14:30:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51163;51163;51163;51163;51163;INCIDENTE;;;SÃO JOÃO DO POLÊSINE;RS;BRASIL;****;03/02/2014;22:25:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51052;51052;51052;51052;51052;INCIDENTE GRAVE;-20.8772222222;-47.5855555556;BATATAIS;SP;BRASIL;SDBA;04/02/2014;20:20:00;***;FINALIZADA;IG-024/CENIPA/2014;SIM;2014-10-01;0;1;NÃO
51164;51164;51164;51164;51164;INCIDENTE;;;MACAÉ;RJ;BRASIL;SBME;04/02/2014;11:30:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
50802;50802;50802;50802;50802;ACIDENTE;-25.955;-48.8430555556;GARUVA;SC;BRASIL;****;05/02/2014;10:00:00;***;FINALIZADA;A-025/CENIPA/2014;SIM;2014-10-01;1;1;NÃO
51165;51165;51165;51165;51165;INCIDENTE;;;GUARULHOS;SP;BRASIL;SBGR;05/02/2014;13:00:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51179;51179;51179;51179;51179;INCIDENTE;;;BELO HORIZONTE;MG;BRASIL;SBBH;05/02/2014;16:57:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51181;51181;51181;51181;51181;INCIDENTE;;;CURITIBA;PR;BRASIL;****;05/02/2014;19:00:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51053;51053;51053;51053;51053;INCIDENTE GRAVE;-29.6386111111;-55.4255555556;ALEGRETE;RS;BRASIL;****;06/02/2014;13:00:00;***;FINALIZADA;IG-026/CENIPA/2014;SIM;2015-07-21;0;1;NÃO
51182;51182;51182;51182;51182;INCIDENTE;;;RIO DE JANEIRO;RJ;BRASIL;SBJR;06/02/2014;18:24:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
50803;50803;50803;50803;50803;ACIDENTE;-16.4513888889;-48.4011111111;SILVÂNIA;GO;BRASIL;SWLV;07/02/2014;13:10:00;SIM;FINALIZADA;A-027/CENIPA/2014;SIM;2014-09-29;0;1;NÃO
51075;51075;51075;51075;51075;INCIDENTE;-7.0919444444;-34.8425;FORTALEZA;CE;BRASIL;SBFZ;07/02/2014;21:55:00;***;FINALIZADA;I-527/CENIPA/2016;SIM;2016-10-14;1;1;NÃO
50804;50804;50804;50804;50804;ACIDENTE;-10.3772222222;-48.2669444444;PALMAS;TO;BRASIL;****;09/02/2014;13:30:00;***;FINALIZADA;A-028CENIPA2014;SIM;2016-11-11;0;1;NÃO
50805;50805;50805;50805;50805;ACIDENTE;-8.2138888889;-50.5916666667;REDENÇÃO;PA;BRASIL;****;09/02/2014;12:12:00;***;FINALIZADA;A-029/CENIPA/2014;SIM;2016-11-11;0;1;NÃO
51054;51054;51054;51054;51054;INCIDENTE GRAVE;-23.4794444444;-52.0122222222;MARINGÁ;PR;BRASIL;SBMG;09/02/2014;20:40:00;***;FINALIZADA;IG-030/CENIPA/2014;SIM;2014-08-22;0;1;NÃO
51076;51076;51076;51076;51076;INCIDENTE;***;***;UBERLÂNDIA;MG;BRASIL;SBUL;09/02/2014;18:12:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51077;51077;51077;51077;51077;INCIDENTE;***;***;PORTO ALEGRE;RS;BRASIL;SBPA;09/02/2014;22:20:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51185;51185;51185;51185;51185;INCIDENTE;;;FLORIANÓPOLIS;SC;BRASIL;****;09/02/2014;00:20:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51186;51186;51186;51186;51186;INCIDENTE;;;RIO DE JANEIRO;RJ;BRASIL;SBRJ;09/02/2014;17:40:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51189;51189;51189;51189;51189;INCIDENTE;***;***;RIO DE JANEIRO;RJ;BRASIL;SBGL;10/02/2014;02:56:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51211;51211;51211;51211;51211;INCIDENTE;;;RIBEIRÃO PRETO;SP;BRASIL;SBRP;10/02/2014;21:44:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51258;51258;51258;51258;51258;INCIDENTE;;;BELO HORIZONTE;MG;BRASIL;SBBH;11/02/2014;19:10:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
50806;50806;50806;50806;50806;ACIDENTE;-19.0466666667;-52.78;CHAPADÃO DO SUL;MS;BRASIL;****;12/02/2014;09:12:00;***;FINALIZADA;A-031/CENIPA/2014;SIM;2019-04-08;0;1;NÃO
51259;51259;51259;51259;51259;INCIDENTE;***;***;BRASÍLIA;DF;BRASIL;SBBR;12/02/2014;14:25:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51260;51260;51260;51260;51260;INCIDENTE;;;BRASÍLIA;DF;BRASIL;SBBR;12/02/2014;14:10:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51261;51261;51261;51261;51261;INCIDENTE;;;UBERLÂNDIA;MG;BRASIL;SBUL;12/02/2014;12:52:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51262;51262;51262;51262;51262;INCIDENTE;;;POÇOS DE CALDAS;MG;BRASIL;SBPC;12/02/2014;18:30:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51263;51263;51263;51263;51263;INCIDENTE;;;MANAUS;AM;BRASIL;SBEG;12/02/2014;10:55:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
51055;51055;51055;51055;51055;INCIDENTE GRAVE;-19.9469444444;-44.4772222222;PARÁ DE MINAS;MG;BRASIL;****;13/02/2014;10:30:00;***;FINALIZADA;IG-032/CENIPA/2015;SIM;2016-04-22;0;1;NÃO
51071;51071;51071;51071;51071;ACIDENTE;***;***;ARARAQUARA;SP;BRASIL;SBAQ;13/02/2014;17:45:00;SIM;FINALIZADA;IG-033/CENIPA/2014;NÃO;NULL;0;1;NÃO
51432;51432;51432;51432;51432;ACIDENTE;***;***;GUARIBA;SP;BRASIL;****;13/02/2014;17:00:00;***;FINALIZADA;A-034/CENIPA/2014;NÃO;NULL;0;1;NÃO
